Respondent ID,Collector ID,Start Date,End Date,Do you think you will participate in the 2020 presidential primary?,What best describes your political beliefs?,Are you a registered voter?,Which race/ethnicity best describes you? (Please choose only one.),"Facebook co-founder Chris Hughes has called on the federal government to start anti-trust action against the company and to break it up, such as requiring it to spin off WhatsApp and Instagram as separate companies. Do you oppose or support anti-trust action against Facebook?",Age,Gender,Household Income,Region,Device Type
10723136332,233578950,2019-05-11 9:08:28,2019-05-11 9:16:05,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,No,White or Caucasian,Neither support nor oppose,45-60,Female,"$125,000-$149,999",East South Central,iOS Phone / Tablet
10723135451,233578950,2019-05-11 9:07:35,2019-05-11 9:12:46,I don't know or I'd rather not say,Very conservative,Yes,White or Caucasian,Somewhat oppose,45-60,Male,"$50,000-$74,999",Mountain,Android Phone / Tablet
10723132945,233578950,2019-05-11 9:05:16,2019-05-11 9:11:17,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Support,> 60,Female,"$50,000-$74,999",Middle Atlantic,MacOS Desktop / Laptop
10723129875,233578950,2019-05-11 9:01:45,2019-05-11 9:03:01,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,,,,,,
10723129870,233578950,2019-05-11 9:01:42,2019-05-11 9:05:59,"Yes, I will likely vote in my state's Republican primary or caucus",I don't know or I'd rather not say,Yes,White or Caucasian,I don't know,> 60,Female,"$10,000-$24,999",South Atlantic,iOS Phone / Tablet
10723128207,233578950,2019-05-11 8:59:57,2019-05-11 9:03:33,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,Support,45-60,Male,"$75,000-$99,999",Pacific,iOS Phone / Tablet
10723126548,233578950,2019-05-11 8:58:11,2019-05-11 9:02:47,I don't know or I'd rather not say,Moderately conservative,Yes,White or Caucasian,Strongly oppose,45-60,Female,"$200,000+",East North Central,Windows Desktop / Laptop
10723123295,233578950,2019-05-11 8:55:05,2019-05-11 9:00:45,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,Black or African American,Strongly support,45-60,Female,"$25,000-$49,999",Pacific,iOS Phone / Tablet
10723122274,233578950,2019-05-11 8:53:47,2019-05-11 8:59:21,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",I don't know or I'd rather not say,No,White or Caucasian,Oppose,45-60,Female,"$25,000-$49,999",Middle Atlantic,Windows Desktop / Laptop
10723121655,233578950,2019-05-11 8:53:06,2019-05-11 8:57:41,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Strongly oppose,45-60,Male,"$100,000-$124,999",East North Central,iOS Phone / Tablet
10723118938,233578950,2019-05-11 8:50:20,2019-05-11 8:54:32,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,Black or African American,Neither support nor oppose,45-60,Female,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet
10723118588,233578950,2019-05-11 8:49:36,2019-05-11 8:58:00,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Male,"$125,000-$149,999",West South Central,Windows Desktop / Laptop
10723115971,233578950,2019-05-11 8:46:36,2019-05-11 8:54:36,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Neither support nor oppose,> 60,Female,"$25,000-$49,999",West North Central,iOS Phone / Tablet
10723115553,233578950,2019-05-11 8:46:26,2019-05-11 8:50:42,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Oppose,45-60,Female,"$50,000-$74,999",West North Central,iOS Phone / Tablet
10723114659,233578950,2019-05-11 8:45:32,2019-05-11 8:50:15,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Somewhat support,45-60,Male,"$150,000-$174,999",West North Central,Android Phone / Tablet
10723112495,233578950,2019-05-11 8:43:05,2019-05-11 8:51:49,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately liberal,Yes,White or Caucasian,Support,> 60,Female,"$50,000-$74,999",South Atlantic,Android Phone / Tablet
10723111861,233578950,2019-05-11 8:42:18,2019-05-11 8:50:43,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Somewhat support,> 60,Male,Prefer not to answer,West North Central,Windows Desktop / Laptop
10723110471,233578950,2019-05-11 8:39:56,2019-05-11 8:50:25,I don't know or I'd rather not say,Neither liberal nor conservative,Yes,Asian or Asian American,Neither support nor oppose,45-60,Female,"$100,000-$124,999",Pacific,Android Phone / Tablet
10723109183,233578950,2019-05-11 8:39:11,2019-05-11 8:47:36,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Support,> 60,Male,"$200,000+",East North Central,iOS Phone / Tablet
10723106750,233578950,2019-05-11 8:36:43,2019-05-11 8:40:42,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Female,Prefer not to answer,South Atlantic,Android Phone / Tablet
10723106333,233578950,2019-05-11 8:36:05,2019-05-11 8:38:33,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Very conservative,No,White or Caucasian,I don't know,> 60,Male,"$25,000-$49,999",South Atlantic,Android Phone / Tablet
10723104214,233578950,2019-05-11 8:33:29,2019-05-11 8:40:52,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately conservative,Yes,Hispanic or Latino,Oppose,45-60,Female,"$100,000-$124,999",Mountain,Android Phone / Tablet
10723104174,233578950,2019-05-11 8:33:28,2019-05-11 8:40:42,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,I don't know,> 60,Female,"$100,000-$124,999",East South Central,iOS Phone / Tablet
10723103247,233578950,2019-05-11 8:32:42,2019-05-11 8:37:04,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,Native Hawaiian or other Pacific Islander,Neither support nor oppose,45-60,Male,Prefer not to answer,West South Central,iOS Phone / Tablet
10723100973,233578950,2019-05-11 8:30:10,2019-05-11 8:30:42,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly conservative,Yes,White or Caucasian,,,,,,
10723100250,233578950,2019-05-11 8:29:27,2019-05-11 8:40:24,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Support,> 60,Male,"$200,000+",West North Central,iOS Phone / Tablet
10723099735,233578950,2019-05-11 8:26:38,2019-05-11 8:33:11,"Yes, I will likely vote in my state's Republican primary or caucus",I don't know or I'd rather not say,Yes,White or Caucasian,,,,,,
10723097817,233578950,2019-05-11 8:26:28,2019-05-11 8:31:53,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Slightly liberal,Yes,White or Caucasian,Support,> 60,Female,"$100,000-$124,999",East North Central,Android Phone / Tablet
10723097434,233578950,2019-05-11 8:26:23,2019-05-11 8:30:19,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Oppose,45-60,Male,"$125,000-$149,999",East South Central,MacOS Desktop / Laptop
10723094763,233578950,2019-05-11 8:23:03,2019-05-11 8:29:14,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Female,"$25,000-$49,999",Mountain,Android Phone / Tablet
10723094751,233578950,2019-05-11 8:23:13,2019-05-11 8:28:10,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Strongly oppose,45-60,Male,"$75,000-$99,999",South Atlantic,iOS Phone / Tablet
10723094546,233578950,2019-05-11 8:23:05,2019-05-11 8:26:44,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Very conservative,No,White or Caucasian,Strongly oppose,45-60,Female,"$25,000-$49,999",West South Central,iOS Phone / Tablet
10723092094,233578950,2019-05-11 8:19:52,2019-05-11 8:24:35,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Strongly support,45-60,Male,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet
10723092006,233578950,2019-05-11 8:19:59,2019-05-11 8:25:33,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,Black or African American,Strongly support,45-60,Female,Prefer not to answer,South Atlantic,Android Phone / Tablet
10723089057,233578950,2019-05-11 8:16:50,2019-05-11 8:22:54,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Strongly support,45-60,Female,"$100,000-$124,999",East North Central,Android Phone / Tablet
10723087769,233578950,2019-05-11 8:15:25,2019-05-11 8:18:59,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Strongly support,,,,,
10723085995,233578950,2019-05-11 8:13:06,2019-05-11 8:16:37,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,Black or African American,Neither support nor oppose,45-60,Female,"$75,000-$99,999",South Atlantic,Android Phone / Tablet
10723085339,233578950,2019-05-11 8:12:14,2019-05-11 8:25:27,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,Hispanic or Latino,Support,> 60,Male,"$100,000-$124,999",East North Central,Windows Desktop / Laptop
10723083008,233578950,2019-05-11 8:10:01,2019-05-11 8:12:13,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,White or Caucasian,I don't know,45-60,Female,"$10,000-$24,999",West North Central,Android Phone / Tablet
10723082735,233578950,2019-05-11 8:09:08,2019-05-11 8:17:26,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Support,> 60,Male,"$25,000-$49,999",East South Central,Android Phone / Tablet
10723080768,233578950,2019-05-11 8:06:54,2019-05-11 8:13:58,I don't know or I'd rather not say,Neither liberal nor conservative,Yes,White or Caucasian,Somewhat support,45-60,Female,"$100,000-$124,999",Middle Atlantic,iOS Phone / Tablet
10723079746,233578950,2019-05-11 8:05:55,2019-05-11 8:10:31,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Neither support nor oppose,> 60,Male,"$100,000-$124,999",Mountain,Windows Desktop / Laptop
10723077527,233578950,2019-05-11 8:03:27,2019-05-11 8:07:00,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",I don't know or I'd rather not say,No,White or Caucasian,I don't know,45-60,Female,"$50,000-$74,999",East North Central,Windows Desktop / Laptop
10723076994,233578950,2019-05-11 8:02:22,2019-05-11 8:09:21,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,Native Hawaiian or other Pacific Islander,Strongly support,45-60,Male,"$75,000-$99,999",Middle Atlantic,iOS Phone / Tablet
10723076197,233578950,2019-05-11 8:01:55,2019-05-11 8:06:33,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately liberal,Yes,Black or African American,Neither support nor oppose,45-60,Male,"$25,000-$49,999",East North Central,Android Phone / Tablet
10723075453,233578950,2019-05-11 7:58:28,2019-05-11 8:01:37,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,Asian or Asian American,,,,,,
10723073896,233578950,2019-05-11 7:59:19,2019-05-11 8:04:57,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,No,White or Caucasian,Neither support nor oppose,45-60,Female,"$200,000+",South Atlantic,iOS Phone / Tablet
10723070656,233578950,2019-05-11 7:55:11,2019-05-11 8:00:07,I don't know or I'd rather not say,Moderately conservative,Yes,White or Caucasian,I don't know,> 60,Female,"$75,000-$99,999",New England,iOS Phone / Tablet
10723070184,233578950,2019-05-11 7:55:05,2019-05-11 7:57:54,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Strongly support,> 60,Female,"$125,000-$149,999",East North Central,Windows Desktop / Laptop
10723069936,233578950,2019-05-11 7:54:50,2019-05-11 8:00:34,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Somewhat support,45-60,Male,"$75,000-$99,999",East South Central,Windows Desktop / Laptop
10723068441,233578950,2019-05-11 7:51:50,2019-05-11 7:59:43,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,I don't know,> 60,Female,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
10723066123,233578950,2019-05-11 7:50:09,2019-05-11 7:56:56,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly liberal,Yes,White or Caucasian,Somewhat support,> 60,Male,"$100,000-$124,999",South Atlantic,iOS Phone / Tablet
10723065881,233578950,2019-05-11 7:48:23,2019-05-11 7:57:08,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,I don't know,45-60,Female,"$150,000-$174,999",South Atlantic,iOS Phone / Tablet
10723064015,233578950,2019-05-11 7:47:00,2019-05-11 7:54:31,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,I don't know,45-60,Male,"$50,000-$74,999",New England,iOS Phone / Tablet
10723062037,233578950,2019-05-11 7:45:15,2019-05-11 7:53:54,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Strongly support,45-60,Female,"$100,000-$124,999",East North Central,iOS Phone / Tablet
10723060555,233578950,2019-05-11 7:43:22,2019-05-11 7:50:02,I don't know or I'd rather not say,Slightly conservative,Yes,White or Caucasian,Strongly support,> 60,Male,"$10,000-$24,999",West North Central,Windows Desktop / Laptop
10723059285,233578950,2019-05-11 7:42:03,2019-05-11 7:45:02,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,I don't know,45-60,Female,Prefer not to answer,East North Central,iOS Phone / Tablet
10723057669,233578950,2019-05-11 7:40:02,2019-05-11 7:45:03,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Support,> 60,Male,"$25,000-$49,999",New England,Windows Desktop / Laptop
10723056815,233578950,2019-05-11 7:38:54,2019-05-11 7:44:03,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Support,45-60,Female,"$100,000-$124,999",East North Central,iOS Phone / Tablet
10723054333,233578950,2019-05-11 7:35:37,2019-05-11 7:43:20,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,I don't know,45-60,Female,"$10,000-$24,999",Pacific,Android Phone / Tablet
10723054325,233578950,2019-05-11 7:35:59,2019-05-11 7:42:21,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,Black or African American,Strongly support,> 60,Male,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
10723053957,233578950,2019-05-11 7:35:39,2019-05-11 7:35:54,I don't know or I'd rather not say,Moderately conservative,No,White or Caucasian,,,,,,
10723053739,233578950,2019-05-11 7:34:12,2019-05-11 7:39:00,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Male,"$100,000-$124,999",West North Central,Android Phone / Tablet
10723052829,233578950,2019-05-11 7:33:59,2019-05-11 7:40:48,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Support,45-60,Male,Prefer not to answer,New England,iOS Phone / Tablet
10723051623,233578950,2019-05-11 7:32:34,2019-05-11 7:37:09,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Female,"$75,000-$99,999",East South Central,iOS Phone / Tablet
10723049268,233578950,2019-05-11 7:28:24,2019-05-11 7:35:21,I don't know or I'd rather not say,Moderately conservative,Yes,White or Caucasian,I don't know,,,,,
10723048685,233578950,2019-05-11 7:28:50,2019-05-11 7:32:47,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,White or Caucasian,Neither support nor oppose,45-60,Female,"$100,000-$124,999",East South Central,Windows Desktop / Laptop
10723046169,233578950,2019-05-11 7:25:46,2019-05-11 7:29:16,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,I don't know,,,,,
10723043394,233578950,2019-05-11 7:21:56,2019-05-11 7:27:10,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Somewhat oppose,45-60,Female,"$50,000-$74,999",South Atlantic,Android Phone / Tablet
10723042157,233578950,2019-05-11 7:19:49,2019-05-11 7:28:37,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Strongly support,> 60,Male,Prefer not to answer,East North Central,Android Phone / Tablet
10723041742,233578950,2019-05-11 7:19:47,2019-05-11 8:24:14,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,Another race,Neither support nor oppose,45-60,Male,"$200,000+",South Atlantic,MacOS Desktop / Laptop
10723040855,233578950,2019-05-11 7:18:45,2019-05-11 7:27:46,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Support,45-60,Female,"$75,000-$99,999",Middle Atlantic,iOS Phone / Tablet
10723039196,233578950,2019-05-11 7:15:46,2019-05-11 7:23:12,I don't know or I'd rather not say,Moderately conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Female,"$100,000-$124,999",West North Central,iOS Phone / Tablet
10723039185,233578950,2019-05-11 7:16:35,2019-05-11 7:18:46,I don't know or I'd rather not say,I don't know or I'd rather not say,Unsure / Don’t know,Another race,I don't know,45-60,Male,Prefer not to answer,East North Central,Windows Desktop / Laptop
10723036393,233578950,2019-05-11 7:12:56,2019-05-11 7:16:35,I don't know or I'd rather not say,Slightly liberal,Yes,White or Caucasian,Somewhat support,45-60,Male,"$125,000-$149,999",South Atlantic,iOS Phone / Tablet
10723035861,233578950,2019-05-11 7:12:20,2019-05-11 7:21:56,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Neither support nor oppose,> 60,Female,"$75,000-$99,999",New England,iOS Phone / Tablet
10723033960,233578950,2019-05-11 7:09:49,2019-05-11 7:12:54,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Very conservative,Yes,White or Caucasian,Support,> 60,Male,"$75,000-$99,999",Middle Atlantic,iOS Phone / Tablet
10723033450,233578950,2019-05-11 7:09:08,2019-05-11 7:13:35,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Oppose,45-60,Female,"$150,000-$174,999",Pacific,Android Phone / Tablet
10723031218,233578950,2019-05-11 7:06:15,2019-05-11 7:11:46,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Somewhat support,> 60,Male,"$125,000-$149,999",East South Central,iOS Phone / Tablet
10723030908,233578950,2019-05-11 7:05:54,2019-05-11 7:07:07,"Yes, I will likely vote in my state's Republican primary or caucus",I don't know or I'd rather not say,Unsure / Don’t know,Black or African American,Oppose,45-60,Female,"$10,000-$24,999",West South Central,iOS Phone / Tablet
10723028607,233578950,2019-05-11 7:02:44,2019-05-11 7:04:46,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Female,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet
10723028318,233578950,2019-05-11 7:02:22,2019-05-11 7:06:46,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,White or Caucasian,Neither support nor oppose,> 60,Male,"$75,000-$99,999",East North Central,iOS Phone / Tablet
10723026082,233578950,2019-05-11 6:59:10,2019-05-11 7:02:02,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly conservative,Yes,White or Caucasian,Oppose,45-60,Male,"$200,000+",Middle Atlantic,iOS Phone / Tablet
10723026008,233578950,2019-05-11 6:59:05,2019-05-11 7:13:04,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,I don't know,45-60,Female,Prefer not to answer,West North Central,Android Phone / Tablet
10723024387,233578950,2019-05-11 6:55:35,2019-05-11 7:24:55,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Moderately conservative,Yes,Black or African American,Neither support nor oppose,45-60,Male,"$125,000-$149,999",South Atlantic,iOS Phone / Tablet
10723023722,233578950,2019-05-11 6:55:53,2019-05-11 7:04:33,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Strongly support,,,,,
10723021703,233578950,2019-05-11 6:52:19,2019-05-11 6:57:55,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Neither support nor oppose,> 60,Male,"$10,000-$24,999",West South Central,Windows Desktop / Laptop
10723021653,233578950,2019-05-11 6:52:45,2019-05-11 6:56:26,"Yes, I will likely vote in my state's Republican primary or caucus",I don't know or I'd rather not say,Yes,White or Caucasian,I don't know,,,,,
10723019696,233578950,2019-05-11 6:49:35,2019-05-11 6:55:15,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Somewhat support,45-60,Female,"$100,000-$124,999",South Atlantic,Android Phone / Tablet
10723018825,233578950,2019-05-11 6:48:45,2019-05-11 6:54:46,"Yes, I will likely vote in my state's Democratic primary or caucus",Very conservative,Yes,Hispanic or Latino,I don't know,> 60,Male,"$10,000-$24,999",South Atlantic,Android Phone / Tablet
10723016799,233578950,2019-05-11 6:45:42,2019-05-11 6:58:46,I don't know or I'd rather not say,Very conservative,Yes,White or Caucasian,I don't know,45-60,Female,"$100,000-$124,999",East North Central,iOS Phone / Tablet
10723014705,233578950,2019-05-11 6:42:39,2019-05-11 6:45:59,I don't know or I'd rather not say,Moderately liberal,Yes,White or Caucasian,Neither support nor oppose,> 60,Female,"$25,000-$49,999",East North Central,Android Phone / Tablet
10723014660,233578950,2019-05-11 6:42:49,2019-05-11 6:56:16,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Strongly support,> 60,Male,"$100,000-$124,999",Pacific,iOS Phone / Tablet
10723011864,233578950,2019-05-11 6:38:48,2019-05-11 6:44:21,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly conservative,Yes,White or Caucasian,Support,45-60,Female,"$100,000-$124,999",Middle Atlantic,iOS Phone / Tablet
10723011023,233578950,2019-05-11 6:37:55,2019-05-11 6:44:05,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Neither support nor oppose,45-60,Male,"$125,000-$149,999",East North Central,Android Phone / Tablet
10723008765,233578950,2019-05-11 6:34:45,2019-05-11 6:52:06,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Support,> 60,Female,"$25,000-$49,999",Middle Atlantic,Windows Desktop / Laptop
10723007018,233578950,2019-05-11 6:32:07,2019-05-11 6:37:29,I don't know or I'd rather not say,Neither liberal nor conservative,Unsure / Don’t know,White or Caucasian,I don't know,45-60,Male,"$0-$9,999",East North Central,Android Phone / Tablet
10723006198,233578950,2019-05-11 6:31:18,2019-05-11 6:37:39,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,Black or African American,Neither support nor oppose,45-60,Female,"$100,000-$124,999",East North Central,iOS Phone / Tablet
10723003756,233578950,2019-05-11 6:27:26,2019-05-11 6:33:03,I don't know or I'd rather not say,Neither liberal nor conservative,Yes,White or Caucasian,I don't know,45-60,Female,"$25,000-$49,999",South Atlantic,Android Phone / Tablet
10723003597,233578950,2019-05-11 6:27:31,2019-05-11 6:35:18,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Somewhat support,45-60,Male,"$175,000-$199,999",New England,Windows Desktop / Laptop
10723001342,233578950,2019-05-11 6:24:01,2019-05-11 6:26:07,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly conservative,Yes,White or Caucasian,Neither support nor oppose,> 60,Female,"$0-$9,999",Middle Atlantic,iOS Phone / Tablet
10723000841,233578950,2019-05-11 6:23:15,2019-05-11 6:29:20,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly conservative,Yes,White or Caucasian,Somewhat support,> 60,Male,"$50,000-$74,999",West South Central,Android Phone / Tablet
10722998944,233578950,2019-05-11 6:20:00,2019-05-11 6:39:10,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Strongly support,45-60,Male,"$125,000-$149,999",East North Central,iOS Phone / Tablet
10722998348,233578950,2019-05-11 6:19:43,2019-05-11 6:23:13,I don't know or I'd rather not say,Very liberal,No,Asian or Asian American,I don't know,45-60,Female,"$25,000-$49,999",Pacific,iOS Phone / Tablet
10722995434,233578950,2019-05-11 6:15:35,2019-05-11 6:20:15,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Somewhat support,45-60,Male,"$125,000-$149,999",South Atlantic,Windows Desktop / Laptop
10722995391,233578950,2019-05-11 6:15:06,2019-05-11 6:21:28,"Yes, I will likely vote in my state's Republican primary or caucus",I don't know or I'd rather not say,Yes,Hispanic or Latino,Strongly oppose,45-60,Female,"$100,000-$124,999",West South Central,Windows Desktop / Laptop
10722993015,233578950,2019-05-11 6:11:49,2019-05-11 6:15:01,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,I don't know,45-60,Female,"$25,000-$49,999",Mountain,iOS Phone / Tablet
10722991893,233578950,2019-05-11 6:10:26,2019-05-11 6:14:10,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Neither support nor oppose,> 60,Male,"$10,000-$24,999",East South Central,iOS Phone / Tablet
10722990482,233578950,2019-05-11 6:07:53,2019-05-11 6:20:21,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly conservative,Yes,White or Caucasian,Strongly support,45-60,Female,"$125,000-$149,999",New England,Android Phone / Tablet
10722987411,233578950,2019-05-11 6:03:40,2019-05-11 6:09:24,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately liberal,Yes,White or Caucasian,Strongly support,> 60,Male,"$25,000-$49,999",East North Central,Android Phone / Tablet
10722987127,233578950,2019-05-11 6:03:18,2019-05-11 6:09:09,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Neither support nor oppose,> 60,Female,"$25,000-$49,999",West South Central,Windows Desktop / Laptop
10722987042,233578950,2019-05-11 6:03:01,2019-05-11 6:03:34,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,,,,,,
10722984886,233578950,2019-05-11 6:00:01,2019-05-11 6:04:06,"Yes, I will likely vote in my state's Republican primary or caucus",Very liberal,Yes,Black or African American,Somewhat support,45-60,Female,"$0-$9,999",South Atlantic,Android Phone / Tablet
10722983528,233578950,2019-05-11 5:57:56,2019-05-11 6:01:41,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Male,"$100,000-$124,999",South Atlantic,Android Phone / Tablet
10722981227,233578950,2019-05-11 5:54:06,2019-05-11 5:57:51,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Support,45-60,Male,"$25,000-$49,999",Middle Atlantic,iOS Phone / Tablet
10722979650,233578950,2019-05-11 5:51:58,2019-05-11 5:53:12,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,,,,,,
