Respondent ID,Start Date,End Date,What best describes your political beliefs?,Are you a registered voter?,Which race/ethnicity best describes you? (Please choose only one.),Do you think you will participate in the 2020 presidential primary?,Have you had student loans?,"A proposal would cancel $50,000 of student loan debt for those in households making less than $100,000 per year. For households earning between with $100,000 and $250,000, the proposal would cancel a sliding amount of student loan debt. Those earning $250,000 or more would not have debt cancelled. The plan would also end the taxation of canceled debt as income, and would make private loans eligible for debt cancellation.How do you feel about this plan?",Age,Gender,Household Income,Region,Device Type
10690990773,2019-04-26 22:40:25,2019-04-26 22:47:48,Neither liberal nor conservative,Yes,Black or African American,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I didn't attend college or grad school",Neither support nor oppose,> 60,Female,"$25,000-$49,999",Pacific,Windows Desktop / Laptop
10690990613,2019-04-26 22:40:54,2019-04-26 22:44:36,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Strongly support,> 60,Male,"$175,000-$199,999",South Atlantic,iOS Phone / Tablet
10690990524,2019-04-26 22:40:44,2019-04-26 22:42:26,Moderately liberal,Yes,Asian or Asian American,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Neither support nor oppose,18-29,Female,Prefer not to answer,Pacific,Android Phone / Tablet
10690990518,2019-04-26 22:40:39,2019-04-26 22:42:39,Very conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus",,,,,,,
10690990462,2019-04-26 22:35:51,2019-04-26 22:41:06,Neither liberal nor conservative,Yes,Another race,I don't know or I'd rather not say,"Yes, but I finished paying off those loans.",Somewhat support,30-44,Male,"$50,000-$74,999",Middle Atlantic,Android Phone / Tablet
10690990150,2019-04-26 22:40:21,2019-04-26 22:44:27,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,45-60,Female,Prefer not to answer,New England,iOS Phone / Tablet
10690989972,2019-04-26 22:40:03,2019-04-26 22:41:39,Slightly conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",Neither support nor oppose,18-29,Female,"$25,000-$49,999",East South Central,iOS Phone / Tablet
10690988213,2019-04-26 22:37:54,2019-04-26 22:40:35,Very liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I didn't attend college or grad school",Strongly support,18-29,Male,"$10,000-$24,999",Pacific,Android Phone / Tablet
10690987791,2019-04-26 22:37:15,2019-04-26 22:41:43,Very conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus",I am incurring student loans now,Neither support nor oppose,45-60,Female,"$25,000-$49,999",West North Central,Android Phone / Tablet
10690987565,2019-04-26 22:37:00,2019-04-26 22:39:33,Slightly liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Support,18-29,Female,"$75,000-$99,999",East North Central,Android Phone / Tablet
10690987435,2019-04-26 22:36:52,2019-04-26 22:39:21,Very liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Strongly support,> 60,Male,"$150,000-$174,999",South Atlantic,Windows Desktop / Laptop
10690986005,2019-04-26 22:34:58,2019-04-26 22:36:26,Slightly liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,18-29,Male,"$75,000-$99,999",Middle Atlantic,iOS Phone / Tablet
10690985146,2019-04-26 22:33:55,2019-04-26 22:36:33,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, I am currently paying off my student loan.",Support,18-29,Female,"$50,000-$74,999",,Android Phone / Tablet
10690985132,2019-04-26 22:33:47,2019-04-26 22:37:22,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Support,> 60,Female,"$150,000-$174,999",East North Central,iOS Phone / Tablet
10690984783,2019-04-26 22:32:47,2019-04-26 22:36:16,Very conservative,Yes,Another race,"Yes, I will likely vote in my state's Democratic primary or caucus",,,,,,,
10690984769,2019-04-26 22:33:30,2019-04-26 22:34:51,Slightly liberal,Yes,Hispanic or Latino,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, but I finished paying off those loans.",Somewhat support,45-60,Male,"$200,000+",Middle Atlantic,Android Phone / Tablet
10690983720,2019-04-26 22:31:51,2019-04-26 22:36:04,Neither liberal nor conservative,No,White or Caucasian,I don't know or I'd rather not say,"No, I didn't attend college or grad school",Oppose,30-44,Male,"$10,000-$24,999",South Atlantic,Android Phone / Tablet
10690983639,2019-04-26 22:31:49,2019-04-26 22:43:57,Neither liberal nor conservative,Yes,Asian or Asian American,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Support,18-29,Male,"$0-$9,999",Pacific,Android Phone / Tablet
10690982855,2019-04-26 22:30:48,2019-04-26 22:36:49,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, but I finished paying off those loans.",Strongly support,18-29,Female,"$10,000-$24,999",East South Central,iOS Phone / Tablet
10690982663,2019-04-26 22:30:41,2019-04-26 22:34:24,I don't know or I'd rather not say,Yes,White or Caucasian,I don't know or I'd rather not say,"Yes, I am currently paying off my student loan.",Strongly support,45-60,Female,"$0-$9,999",Mountain,Android Phone / Tablet
10690982452,2019-04-26 22:29:44,2019-04-26 22:35:04,I don't know or I'd rather not say,Yes,Black or African American,I don't know or I'd rather not say,"No, I did not need to take a loan to attend college",I don't know,45-60,Male,"$100,000-$124,999",South Atlantic,iOS Phone / Tablet
10690981828,2019-04-26 22:29:47,2019-04-26 22:33:11,Moderately liberal,No,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Somewhat support,30-44,Female,"$100,000-$124,999",New England,iOS Phone / Tablet
10690981776,2019-04-26 22:29:49,2019-04-26 22:30:48,Slightly conservative,No,Asian or Asian American,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",I don't know,I don't know,18-29,Female,"$10,000-$24,999",Middle Atlantic,iOS Phone / Tablet
10690980586,2019-04-26 22:27:33,2019-04-26 22:36:13,Slightly liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, but I finished paying off those loans.",I don't know,> 60,Female,"$25,000-$49,999",Middle Atlantic,Windows Desktop / Laptop
10690980547,2019-04-26 22:28:21,2019-04-26 22:29:09,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, I am currently paying off my student loan.",Strongly oppose,18-29,Male,"$0-$9,999",Middle Atlantic,iOS Phone / Tablet
10690980486,2019-04-26 22:28:15,2019-04-26 22:29:21,Neither liberal nor conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, but I finished paying off those loans.",Support,30-44,Male,"$100,000-$124,999",West North Central,Android Phone / Tablet
10690979519,2019-04-26 22:27:02,2019-04-26 22:28:46,Neither liberal nor conservative,Yes,Another race,I don't know or I'd rather not say,"No, I did not need to take a loan to attend college",Oppose,18-29,Male,"$25,000-$49,999",Pacific,Android Phone / Tablet
10690979409,2019-04-26 22:26:41,2019-04-26 22:30:25,Slightly liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Strongly support,18-29,Female,"$50,000-$74,999",Pacific,iOS Phone / Tablet
10690979340,2019-04-26 22:26:44,2019-04-26 22:27:35,Neither liberal nor conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus",I don't know,Strongly support,18-29,Male,"$75,000-$99,999",New England,Android Phone / Tablet
10690979305,2019-04-26 22:26:41,2019-04-26 22:33:26,Neither liberal nor conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",Somewhat support,45-60,Male,"$50,000-$74,999",Pacific,Windows Desktop / Laptop
10690977672,2019-04-26 22:24:27,2019-04-26 22:27:04,I don't know or I'd rather not say,Yes,White or Caucasian,I don't know or I'd rather not say,"No, I did not need to take a loan to attend college",Neither support nor oppose,45-60,Female,"$75,000-$99,999",East South Central,iOS Phone / Tablet
10690977523,2019-04-26 22:24:04,2019-04-26 22:31:03,Very conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",Oppose,> 60,Female,Prefer not to answer,South Atlantic,iOS Phone / Tablet
10690977232,2019-04-26 22:23:42,2019-04-26 22:26:49,Neither liberal nor conservative,No,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, but I finished paying off those loans.",Somewhat oppose,30-44,Male,"$0-$9,999",Pacific,Android Phone / Tablet
10690977160,2019-04-26 22:23:48,2019-04-26 22:27:44,Very liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, but I finished paying off those loans.",Somewhat support,45-60,Female,"$100,000-$124,999",West South Central,iOS Phone / Tablet
10690977060,2019-04-26 22:23:44,2019-04-26 22:25:17,Moderately liberal,Yes,Asian or Asian American,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, but I finished paying off those loans.",Strongly support,30-44,Female,"$125,000-$149,999",East North Central,Android Phone / Tablet
10690976947,2019-04-26 22:23:44,2019-04-26 22:24:39,Slightly liberal,Unsure / Don’t know,Asian or Asian American,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, I am currently paying off my student loan.",Somewhat support,18-29,Female,"$0-$9,999",South Atlantic,iOS Phone / Tablet
10690976271,2019-04-26 22:22:41,2019-04-26 22:26:28,Neither liberal nor conservative,Yes,White or Caucasian,I don't know or I'd rather not say,"Yes, but I finished paying off those loans.",Strongly oppose,> 60,Male,"$150,000-$174,999",East North Central,Windows Desktop / Laptop
10690974945,2019-04-26 22:20:56,2019-04-26 22:24:48,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",Strongly oppose,> 60,Female,"$10,000-$24,999",Mountain,iOS Phone / Tablet
10690974790,2019-04-26 22:20:42,2019-04-26 22:24:48,I don't know or I'd rather not say,Yes,Hispanic or Latino,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, I am currently paying off my student loan.",Strongly oppose,45-60,Female,"$200,000+",Mountain,iOS Phone / Tablet
10690974780,2019-04-26 21:54:49,2019-04-26 22:22:33,Neither liberal nor conservative,Yes,Hispanic or Latino,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","Yes, but I finished paying off those loans.",Strongly oppose,18-29,Male,Prefer not to answer,Mountain,Windows Desktop / Laptop
10690974692,2019-04-26 22:20:31,2019-04-26 22:23:41,Neither liberal nor conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",Neither support nor oppose,18-29,Female,"$125,000-$149,999",East North Central,iOS Phone / Tablet
10690974593,2019-04-26 22:20:40,2019-04-26 22:23:10,Very liberal,No,White or Caucasian,I don't know or I'd rather not say,"No, I did not need to take a loan to attend college",Support,18-29,Female,"$10,000-$24,999",West South Central,Android Phone / Tablet
10690974556,2019-04-26 22:20:32,2019-04-26 22:22:40,I don't know or I'd rather not say,No,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","No, I did not need to take a loan to attend college",Strongly support,30-44,Female,"$0-$9,999",East North Central,iOS Phone / Tablet
10690974480,2019-04-26 22:20:13,2019-04-26 22:22:47,Slightly liberal,No,Hispanic or Latino,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","No, I did not need to take a loan to attend college",Support,18-29,Male,"$25,000-$49,999",Pacific,Android Phone / Tablet
10690974454,2019-04-26 22:20:33,2019-04-26 22:24:02,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, I am currently paying off my student loan.",Support,30-44,Female,"$75,000-$99,999",East North Central,iOS Phone / Tablet
10690974249,2019-04-26 22:20:29,2019-04-26 22:21:37,Neither liberal nor conservative,No,Hispanic or Latino,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Support,18-29,Female,"$100,000-$124,999",West South Central,Android Phone / Tablet
10690973772,2019-04-26 22:19:33,2019-04-26 22:21:50,Neither liberal nor conservative,Yes,Asian or Asian American,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I didn't attend college or grad school",Strongly support,45-60,Male,"$200,000+",West South Central,iOS Phone / Tablet
10690972069,2019-04-26 22:17:31,2019-04-26 22:18:21,Moderately conservative,Yes,White or Caucasian,I don't know or I'd rather not say,,,,,,,
10690972026,2019-04-26 22:17:28,2019-04-26 22:20:55,Neither liberal nor conservative,Yes,Black or African American,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,30-44,Female,"$75,000-$99,999",West South Central,Android Phone / Tablet
10690971946,2019-04-26 22:17:29,2019-04-26 22:25:21,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, but I finished paying off those loans.",Support,45-60,Male,"$75,000-$99,999",West North Central,MacOS Desktop / Laptop
10690971608,2019-04-26 22:16:53,2019-04-26 22:20:24,Neither liberal nor conservative,Yes,Black or African American,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","No, I did not need to take a loan to attend college",Somewhat support,30-44,Male,"$0-$9,999",Mountain,Android Phone / Tablet
10690971426,2019-04-26 22:08:34,2019-04-26 22:19:31,Slightly liberal,No,Asian or Asian American,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","Yes, I am currently paying off my student loan.",Somewhat oppose,18-29,Female,"$25,000-$49,999",East North Central,Android Phone / Tablet
10690970873,2019-04-26 22:14:08,2019-04-26 22:19:07,I don't know or I'd rather not say,Yes,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","Yes, but I finished paying off those loans.",Neither support nor oppose,30-44,Male,"$75,000-$99,999",East North Central,Android Phone / Tablet
10690970737,2019-04-26 22:14:09,2019-04-26 22:16:28,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Somewhat support,30-44,Female,"$25,000-$49,999",New England,Android Phone / Tablet
10690970662,2019-04-26 22:16:14,2019-04-26 22:17:07,Neither liberal nor conservative,Yes,Hispanic or Latino,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Support,30-44,Female,"$0-$9,999",Pacific,iOS Phone / Tablet
10690969867,2019-04-26 22:14:58,2019-04-26 23:40:45,Slightly conservative,Yes,White or Caucasian,I don't know or I'd rather not say,,,,,,,
10690969621,2019-04-26 22:14:12,2019-04-26 22:24:29,Moderately liberal,Yes,Black or African American,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Somewhat support,> 60,Male,"$25,000-$49,999",East North Central,Windows Desktop / Laptop
10690969372,2019-04-26 22:14:29,2019-04-26 22:15:33,Slightly conservative,Yes,Hispanic or Latino,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, but I finished paying off those loans.",Somewhat support,45-60,Female,"$200,000+",Middle Atlantic,Android Phone / Tablet
10690968249,2019-04-26 22:12:58,2019-04-26 22:18:46,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I didn't attend college or grad school",Oppose,18-29,Female,"$50,000-$74,999",Mountain,Android Phone / Tablet
10690967001,2019-04-26 22:11:33,2019-04-26 22:14:28,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, but I finished paying off those loans.",Somewhat oppose,30-44,Female,"$100,000-$124,999",Pacific,iOS Phone / Tablet
10690966930,2019-04-26 22:11:29,2019-04-26 22:13:32,Moderately liberal,Yes,Asian or Asian American,"Yes, I will likely vote in my state's Democratic primary or caucus",I am incurring student loans now,Strongly support,18-29,Female,"$0-$9,999",Pacific,Android Phone / Tablet
10690966905,2019-04-26 22:11:26,2019-04-26 22:14:01,Very liberal,Yes,American Indian or Alaska Native,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,45-60,Female,"$10,000-$24,999",New England,Android Phone / Tablet
10690966784,2019-04-26 22:11:17,2019-04-26 22:13:52,Slightly liberal,No,Asian or Asian American,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",I am incurring student loans now,I don't know,30-44,Male,"$10,000-$24,999",Pacific,Android Phone / Tablet
10690966776,2019-04-26 22:10:55,2019-04-26 22:18:37,Neither liberal nor conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Neither support nor oppose,> 60,Male,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
10690966474,2019-04-26 22:10:54,2019-04-26 22:17:51,Very conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I didn't attend college or grad school",Somewhat oppose,> 60,Female,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
10690966444,2019-04-26 22:10:50,2019-04-26 22:12:04,Slightly liberal,Yes,Hispanic or Latino,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, but I finished paying off those loans.",Somewhat support,45-60,Female,"$200,000+",Middle Atlantic,Android Phone / Tablet
10690966166,2019-04-26 22:10:34,2019-04-26 22:13:44,Neither liberal nor conservative,Yes,Hispanic or Latino,I don't know or I'd rather not say,"Yes, I am currently paying off my student loan.",Strongly support,30-44,Female,"$25,000-$49,999",Pacific,iOS Phone / Tablet
10690965444,2019-04-26 22:09:18,2019-04-26 22:12:46,Moderately liberal,Yes,Hispanic or Latino,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,18-29,Male,Prefer not to answer,Pacific,Android Phone / Tablet
10690965094,2019-04-26 22:09:15,2019-04-26 22:12:29,Slightly liberal,Yes,Hispanic or Latino,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,30-44,Male,"$75,000-$99,999",Pacific,iOS Phone / Tablet
10690963889,2019-04-26 22:07:41,2019-04-26 22:11:19,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",Strongly oppose,> 60,Female,"$50,000-$74,999",East South Central,Android Phone / Tablet
10690963863,2019-04-26 22:07:30,2019-04-26 22:15:03,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",Strongly oppose,> 60,Male,Prefer not to answer,East North Central,iOS Phone / Tablet
10690963793,2019-04-26 22:07:20,2019-04-26 22:12:09,I don't know or I'd rather not say,Yes,White or Caucasian,I don't know or I'd rather not say,"No, I did not need to take a loan to attend college",Neither support nor oppose,30-44,Female,"$75,000-$99,999",East North Central,iOS Phone / Tablet
10690963741,2019-04-26 22:07:41,2019-04-26 22:08:58,Slightly liberal,Yes,Hispanic or Latino,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, but I finished paying off those loans.",Somewhat oppose,45-60,Female,"$200,000+",Middle Atlantic,Android Phone / Tablet
10690963635,2019-04-26 22:07:19,2019-04-26 22:11:04,Very conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,18-29,Female,"$50,000-$74,999",New England,Other
10690961651,2019-04-26 22:05:06,2019-04-26 22:07:55,Slightly conservative,Yes,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","Yes, but I finished paying off those loans.",Strongly oppose,18-29,Male,"$50,000-$74,999",West North Central,iOS Phone / Tablet
10690961496,2019-04-26 22:04:29,2019-04-26 22:08:53,I don't know or I'd rather not say,Yes,Black or African American,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Support,45-60,Female,"$10,000-$24,999",South Atlantic,Android Phone / Tablet
10690961195,2019-04-26 22:04:07,2019-04-26 22:09:39,Slightly conservative,Yes,American Indian or Alaska Native,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, but I finished paying off those loans.",Somewhat support,> 60,Male,"$10,000-$24,999",South Atlantic,MacOS Desktop / Laptop
10690961125,2019-04-26 22:04:28,2019-04-26 22:05:40,Neither liberal nor conservative,Yes,Hispanic or Latino,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, but I finished paying off those loans.",Neither support nor oppose,45-60,Female,"$200,000+",Middle Atlantic,Android Phone / Tablet
10690960816,2019-04-26 22:04:06,2019-04-26 22:08:46,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, but I finished paying off those loans.",Somewhat oppose,30-44,Female,"$50,000-$74,999",Pacific,Android Phone / Tablet
10690958990,2019-04-26 22:01:46,2019-04-26 22:06:55,Slightly conservative,Yes,Asian or Asian American,I don't know or I'd rather not say,"No, I did not need to take a loan to attend college",Support,18-29,Female,"$150,000-$174,999",Pacific,Android Phone / Tablet
10690958969,2019-04-26 22:01:51,2019-04-26 22:05:17,Moderately conservative,Yes,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,30-44,Male,Prefer not to answer,Mountain,iOS Phone / Tablet
10690958881,2019-04-26 22:00:55,2019-04-26 22:07:00,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, but I finished paying off those loans.",Strongly oppose,45-60,Male,"$175,000-$199,999",New England,Android Phone / Tablet
10690958722,2019-04-26 22:01:19,2019-04-26 22:04:56,Very liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, but I finished paying off those loans.",Strongly support,45-60,Female,Prefer not to answer,South Atlantic,iOS Phone / Tablet
10690958535,2019-04-26 22:01:21,2019-04-26 22:03:32,Moderately liberal,Yes,Asian or Asian American,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Support,18-29,Female,"$100,000-$124,999",Pacific,iOS Phone / Tablet
10690957241,2019-04-26 21:59:45,2019-04-26 22:04:06,Neither liberal nor conservative,No,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","No, I didn't attend college or grad school",I don't know,18-29,Male,"$0-$9,999",Pacific,Android Phone / Tablet
10690957229,2019-04-26 21:59:39,2019-04-26 22:02:20,I don't know or I'd rather not say,Yes,White or Caucasian,I don't know or I'd rather not say,"Yes, I am currently paying off my student loan.",Strongly support,45-60,Female,Prefer not to answer,Pacific,Android Phone / Tablet
10690957051,2019-04-26 21:59:34,2019-04-26 22:01:45,Very conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I didn't attend college or grad school",Strongly oppose,> 60,Female,"$50,000-$74,999",South Atlantic,Windows Desktop / Laptop
10690956928,2019-04-26 21:57:04,2019-04-26 21:59:42,Moderately conservative,Yes,Hispanic or Latino,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, but I finished paying off those loans.",Strongly oppose,30-44,Male,"$75,000-$99,999",Pacific,Android Phone / Tablet
10690956869,2019-04-26 21:58:33,2019-04-26 22:07:34,I don't know or I'd rather not say,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I didn't attend college or grad school",Strongly oppose,> 60,Male,"$10,000-$24,999",South Atlantic,iOS Phone / Tablet
10690956662,2019-04-26 21:58:52,2019-04-26 22:03:29,Very conservative,No,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, I am currently paying off my student loan.",Support,18-29,Female,"$125,000-$149,999",Pacific,iOS Phone / Tablet
10690956337,2019-04-26 21:58:19,2019-04-26 21:59:01,I don't know or I'd rather not say,Yes,White or Caucasian,I don't know or I'd rather not say,,,,,,,
10690955887,2019-04-26 21:57:38,2019-04-26 21:58:29,Slightly liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus",,,,,,,
10690954497,2019-04-26 21:56:31,2019-04-26 22:02:00,Slightly liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, but I finished paying off those loans.",Somewhat support,45-60,Female,"$200,000+",East South Central,iOS Phone / Tablet
10690954278,2019-04-26 21:55:51,2019-04-26 22:01:27,Very liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I didn't attend college or grad school",Somewhat support,30-44,Female,"$25,000-$49,999",Pacific,iOS Phone / Tablet
10690953989,2019-04-26 21:55:21,2019-04-26 21:59:16,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, I am currently paying off my student loan.",Somewhat support,18-29,Female,"$75,000-$99,999",Mountain,Android Phone / Tablet
10690953945,2019-04-26 21:55:48,2019-04-26 21:58:24,Very conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Support,30-44,Female,"$75,000-$99,999",South Atlantic,iOS Phone / Tablet
10690953303,2019-04-26 21:55:02,2019-04-26 21:58:20,Moderately conservative,Yes,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,45-60,Male,"$50,000-$74,999",East North Central,iOS Phone / Tablet
10690952859,2019-04-26 21:54:29,2019-04-26 22:00:58,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus",I am incurring student loans now,Strongly support,18-29,Female,"$50,000-$74,999",Mountain,Android Phone / Tablet
10690952603,2019-04-26 21:54:14,2019-04-26 21:55:13,Very conservative,Yes,Hispanic or Latino,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I didn't attend college or grad school",Somewhat oppose,18-29,Male,"$0-$9,999",East North Central,iOS Phone / Tablet
10690952325,2019-04-26 21:51:56,2019-04-26 22:01:45,Neither liberal nor conservative,Yes,White or Caucasian,I don't know or I'd rather not say,"Yes, I am currently paying off my student loan.",Support,30-44,Female,Prefer not to answer,Mountain,iOS Phone / Tablet
10690952207,2019-04-26 21:53:23,2019-04-26 21:56:27,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus",I am incurring student loans now,Support,18-29,Female,"$50,000-$74,999",West North Central,Android Phone / Tablet
10690952067,2019-04-26 21:53:17,2019-04-26 21:56:16,Moderately conservative,Yes,White or Caucasian,I don't know or I'd rather not say,"Yes, but I finished paying off those loans.",Support,45-60,Female,"$25,000-$49,999",West North Central,Android Phone / Tablet
10690952019,2019-04-26 21:53:25,2019-04-26 21:56:52,Very liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,> 60,Female,"$100,000-$124,999",East North Central,iOS Phone / Tablet
10690951905,2019-04-26 21:53:14,2019-04-26 21:56:21,Very conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",Oppose,45-60,Female,Prefer not to answer,Middle Atlantic,Android Phone / Tablet
10690951708,2019-04-26 21:52:51,2019-04-26 21:56:17,Neither liberal nor conservative,No,Black or African American,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","No, I didn't attend college or grad school",Support,18-29,Female,Prefer not to answer,Middle Atlantic,Android Phone / Tablet
